time, x, y, z
0.08058, 0.72852, -0.50293, 3.10205 
0.08073, 0.72266, -0.50000, 3.09229 
0.08088, 0.72852, -0.50488, 3.11230 
0.08103, 0.72803, -0.50928, 3.06836 
0.08118, 0.74072, -0.50830, 3.08740 
0.08133, 0.71289, -0.52344, 3.08936 
0.08148, 0.73975, -0.52881, 3.07861 
0.08163, 0.72607, -0.53076, 3.07959 
0.08178, 0.70166, -0.53271, 3.08105 
0.08193, 0.73145, -0.54102, 3.07129 
0.08208, 0.71973, -0.53027, 3.05518 
0.08223, 0.72705, -0.57080, 3.05762 
0.08238, 0.73926, -0.52930, 3.06201 
0.08253, 0.73730, -0.52148, 3.02734 
0.08268, 0.73975, -0.54883, 3.04639 
0.08283, 0.73975, -0.54932, 3.03662 
0.08298, 0.72803, -0.56982, 3.03516 
0.08313, 0.75586, -0.55957, 3.05176 
0.08328, 0.75586, -0.56836, 3.02148 
0.08343, 0.73242, -0.56152, 2.99316 
0.08358, 0.71826, -0.55225, 3.03271 
0.08373, 0.71826, -0.57666, 3.04053 
0.08388, 0.74951, -0.60107, 3.00000 
0.08403, 0.73828, -0.59961, 3.02637 
0.08418, 0.73438, -0.59961, 3.01172 
0.08433, 0.72021, -0.57764, 2.99170 
0.08448, 0.74854, -0.58936, 2.96094 
0.08463, 0.70361, -0.60889, 2.98633 
0.08478, 0.70850, -0.60742, 2.98047 
0.08493, 0.70850, -0.58936, 2.98340 
0.08508, 0.72754, -0.61035, 2.96777 
0.08523, 0.73096, -0.58887, 2.96289 
0.08538, 0.73096, -0.61670, 2.95605 
0.08553, 0.70703, -0.60352, 2.95557 
0.08568, 0.71973, -0.62354, 2.94824 
0.08583, 0.71973, -0.60645, 2.95898 
0.08598, 0.71240, -0.59619, 2.93555 
0.08613, 0.70898, -0.58398, 2.93701 
0.08628, 0.74268, -0.61377, 2.95361 
0.08643, 0.70898, -0.60938, 2.92578 
0.08658, 0.67969, -0.60498, 2.93555 
0.08673, 0.67969, -0.59766, 2.92871 
0.08688, 0.69727, -0.61719, 2.90674 
0.08703, 0.70605, -0.61523, 2.88477 
